case_id,case_name,communication_mode,protocol,packet_size_bytes,control_algorithm,collisions,target_receivers,unique_warning_receivers,receiver_coverage,warnings_sent,warnings_delivered,lost_packets,packet_pdr,pdr,avg_delay_s,max_delay_s,first_warning_time_s,reaction_gain_s,min_gap_m,bytes_sent,bytes_delivered,channel_load,data_rate_bps,v2v_warnings_sent,v2v_warnings_delivered,v2v_lost_packets,v2v_bytes_sent,v2i_warnings_sent,v2i_warnings_delivered,v2i_lost_packets,v2i_bytes_sent,rsu_count
C12_v2v_cv2x_packet_600B,"Protocol test - V2V C-V2X-like, 600 bytes",v2v,CV2X_PC5,600,ttc_adaptive,1,1,12,12.0,29,29,0,1.0,1.0,0.3188133333333341,0.835480000000004,47.4,,,17400,17400,0.00015466666666666667,10000000.0,29,29,0,17400,0,0,0,0,0
