time_s,vehicle_id,x_m,y_m,speed_mps,lane_id,edge_id,warning_received
41.4,33,476.15170056917924,271.75816005482295,7.660018620923886,:411926622_7_0,:411926622_7,False
41.4,34,721.2186573085639,613.2512573637589,14.945584478388865,1041892671_0,1041892671,False
41.4,35,639.6338032456459,312.04037536428217,8.132177455462502,:2032267137_0_0,:2032267137_0,False
41.4,36,649.243103479519,476.45686442162156,8.710865127948095,724060391#2_0,724060391#2,False
41.4,38,498.44512812849376,268.1172228851616,3.2708168609000707,724091817#1_0,724091817#1,False
41.4,39,477.8464660248473,276.0629644661985,3.548897798075775,:4649953992_3_0,:4649953992_3,False
41.4,40,848.5101170200616,597.526095847237,2.929551370587811,35113168_0,35113168,False
41.4,41,68.37048340203135,332.1398033914342,0.9709382135390281,35114429#0_0,35114429#0,False
41.4,5,620.5158904679168,130.62896066730318,12.9010387991832,35114073_0,35114073,False
41.5,14,562.3016530183859,390.2568955901527,13.363873541710367,1174177596#0_0,1174177596#0,False
41.5,15,668.5847815425594,474.319464097459,14.682607227218071,703307396#2_1,703307396#2,False
41.5,16,548.538584899821,476.87755072764037,16.009522276267784,724060392#1_1,724060392#1,False
41.5,17,628.7558768017238,572.6601951676806,22.628301476087692,682107400#1_0,682107400#1,False
41.5,18,460.1068716142829,335.9628845848231,13.698977775385506,192680124#1_1,192680124#1,False
41.5,20,507.92777819959014,273.81459342859046,22.62331899135699,466112794#3_0,466112794#3,False
41.5,21,564.7149133766517,344.1776913640656,7.070417819970263,:9404261909_1_0,:9404261909_1,False
41.5,28,432.285780097244,351.3281738346852,6.093685164332207,-408205324#0_0,-408205324#0,False
41.5,29,440.8485935281515,336.7769374156261,0.0,-408205324#0_0,-408205324#0,False
41.5,3,741.2548963073355,466.13263344966606,16.269587294207273,:6789110966_5_0,:6789110966_5,False
41.5,30,681.5186303927247,506.98558916905375,13.58491896123772,:6789351754_2_0,:6789351754_2,False
41.5,33,476.44904752851727,271.02641403359496,7.902536439548505,:411926622_7_0,:411926622_7,False
41.5,34,719.8057338774337,612.6935932338712,15.190426395203776,1041892671_0,1041892671,False
41.5,35,640.3514087533341,311.6678479149358,8.077867646284854,:2032267137_0_0,:2032267137_0,False
41.5,36,648.7033385144839,475.83142844229616,8.260865127948096,724060391#2_0,724060391#2,False
41.5,38,498.6662399298061,268.3829477036292,3.457313501085431,724091817#1_0,724091817#1,False
41.5,39,477.68126387522494,276.4050300936518,3.7972570494892697,:4649953992_3_0,:4649953992_3,False
41.5,40,848.3077506700662,597.2927483296528,3.088669142491795,35113168_0,35113168,False
41.5,41,68.43694212522779,332.0378517261492,1.2169008716075824,35114429#0_0,35114429#0,False
41.5,5,621.0756223250027,129.47418919220215,12.833036430922558,35114073_0,35114073,False
41.6,14,561.1609604039361,389.52119306672466,13.570410327975573,1174177596#0_0,1174177596#0,False
41.6,15,669.5452662138227,475.42806264757854,14.67229617197878,703307396#2_1,703307396#2,False
41.6,16,549.3590815528601,475.4761623250368,16.23804708853914,724060392#1_1,724060392#1,False
41.6,17,630.8099967188205,573.4963350226932,22.178301476087693,682107400#1_0,682107400#1,False
41.6,18,458.87045095647204,335.3662009520198,13.728574640921218,192680124#1_1,192680124#1,False
41.6,20,509.3862115760617,275.53638146300375,22.56103260995447,466112794#3_0,466112794#3,False
41.6,21,565.3585998891588,343.89306807622233,7.035835714793739,:9404261909_1_0,:9404261909_1,False
41.6,28,432.57955664491107,350.82875370365116,5.794256615800994,-408205324#0_0,-408205324#0,False
41.6,29,440.8485935281515,336.7769374156261,0.0,-408205324#0_0,-408205324#0,False
41.6,3,741.9437988856918,464.64082812407884,16.42558822031072,:6789110966_5_0,:6789110966_5,False
41.6,30,680.610137126021,505.94427925296,13.815670024176663,:6789351754_2_0,:6789351754_2,False
41.6,33,476.7518457390197,270.2812529387466,8.047413357288836,:411926622_7_0,:411926622_7,False
41.6,34,718.3800727138251,612.1309016719637,15.327370537674378,1041892671_0,1041892671,False
41.6,35,641.066423675655,311.29227532674395,8.076769452828435,:2032267137_0_0,:2032267137_0,False
41.6,36,648.1929765514956,475.24006228330273,7.810865127948095,724060391#2_0,724060391#2,False
41.6,38,498.902093073289,268.6663881774756,3.6878097523379108,724091817#1_0,724091817#1,False
41.6,39,477.50986562921014,276.75992528540013,3.939677537112,:4649953992_3_0,:4649953992_3,False
41.6,40,848.0915241672915,597.0434187466489,3.300213335488603,35113168_0,35113168,False
41.6,41,68.51607527383571,331.91645673250815,1.4489775439925277,35114429#0_0,35114429#0,False
41.6,5,621.6348271311035,128.32050506533002,12.820952672590257,35114073_0,35114073,False
41.7,14,560.0063570088286,388.7765186289499,13.73590188908291,1174177596#0_0,1174177596#0,False
41.7,15,670.5049462334808,476.53573246283173,14.660004370746867,703307396#2_1,703307396#2,False
41.7,16,550.1869811363838,474.06212989653994,16.384554857165465,724060392#1_1,724060392#1,False
41.7,17,632.822438333199,574.3155095147288,21.728301476087694,682107400#1_0,682107400#1,False
41.7,18,457.63426184210374,334.76962905965183,13.726003702450912,192680124#1_1,192680124#1,False
41.7,20,510.8495130495393,277.26391664453433,22.63633896064106,466112794#3_0,466112794#3,False
41.7,28,432.86088718357985,350.35049178791417,5.54877966894823,-408205324#0_0,-408205324#0,False
41.7,29,440.8485935281515,336.7769374156261,0.0,-408205324#0_0,-408205324#0,False
41.7,3,742.6825273723857,463.1563532160027,16.573440556425457,:6789110966_5_0,:6789110966_5,False
41.7,30,679.6879059283651,504.8872229970184,14.024585959828993,:6789351754_2_0,:6789351754_2,False
41.7,33,477.0631552367904,269.5151462771168,8.273616301938684,:411926622_7_0,:411926622_7,False
41.7,34,716.9402823750802,611.5626334921128,15.47927416543369,1041892671_0,1041892671,False
41.7,35,641.5827278860137,310.6714031750468,8.067468527043225,:2032267137_0_0,:2032267137_0,False
41.7,36,647.7120175905542,474.6827659446414,7.360865127948095,724060391#2_0,724060391#2,False
41.7,38,499.1531909795288,268.96814930084014,3.926177509227112,724091817#1_0,724091817#1,False
41.7,39,477.33159651859967,277.12904720854647,4.097607921683664,:4649953992_3_0,:4649953992_3,False
41.7,40,847.8630770270344,596.7799976142351,3.486733999100194,35113168_0,35113168,False
41.7,41,68.60888009490269,331.7740885737597,1.6993144347957727,35114429#0_0,35114429#0,False
41.7,5,622.1943740242393,127.16611518561378,12.828795741244441,35114073_0,35114073,False
41.8,14,558.8342609107348,388.0205620757607,13.94400629360129,1174177596#0_0,1174177596#0,False
41.8,15,671.4609373083459,477.6391444705723,14.60365230997439,703307396#2_1,703307396#2,False
41.8,16,551.0262373379614,472.62870063957973,16.60930811855328,724060392#1_1,724060392#1,False
41.8,17,634.7967261958461,575.1191533300129,21.31635599943803,682107400#1_0,682107400#1,False
41.8,18,456.39605696425804,334.1720843809857,13.748385696139088,192680124#1_1,192680124#1,False
41.8,20,512.3055335982814,278.98285615807544,22.523707706421607,466112794#3_0,466112794#3,False
41.8,28,433.12930107876923,349.8941881660923,5.294020235190339,-408205324#0_0,-408205324#0,False
41.8,29,440.8485935281515,336.7769374156261,0.0,-408205324#0_0,-408205324#0,False
41.8,3,743.452641262836,461.66425755325537,16.78315795856234,:6789110966_5_0,:6789110966_5,False
41.8,30,678.7492674794544,503.8113608411832,14.274094874920857,:6789351754_2_0,:6789351754_2,False
41.8,33,477.3597534868724,268.78524276680724,7.8826381288633955,:411926622_7_0,:411926622_7,False
41.8,34,715.4833072462682,610.987582679326,15.66402889656727,1041892671_0,1041892671,False
41.8,35,642.1033213501146,310.0453730599887,8.134489904898206,:2032267137_0_0,:2032267137_0,False
41.8,36,647.2604616316596,474.1595394263121,6.910865127948095,724060391#2_0,724060391#2,False
41.8,38,499.4156136165384,269.28352010948663,4.103251479743324,724091817#1_0,724091817#1,False
41.8,39,477.1432529894157,277.5190291042686,4.329173655151823,:4649953992_3_0,:4649953992_3,False
41.8,40,847.6180269674971,596.4974317475373,3.7401403804325097,35113168_0,35113168,False
41.8,41,68.71277341016966,331.614710000203,1.9023517127904095,35114429#0_0,35114429#0,False
41.9,14,557.6476328846296,387.2552329922572,14.116887421674495,1174177596#0_0,1174177596#0,False
41.9,15,672.4187349665233,478.74464165020635,14.631249549378374,703307396#2_1,703307396#2,False
41.9,16,551.8759600209893,471.1773948859076,16.81644512271826,724060392#1_1,724060392#1,False
41.9,17,636.732533512719,575.9071334453852,20.90088213248405,682107400#1_0,682107400#1,False
41.9,18,455.1521183042076,333.5717726392056,13.812050644208579,192680124#1_1,192680124#1,False
41.9,20,513.767493814831,280.70880788700066,22.61559057283075,466112794#3_0,466112794#3,False
41.9,28,433.38457743177975,349.4602183659744,5.034903939864983,-408205324#0_0,-408205324#0,False
41.9,29,440.8485935281515,336.7769374156261,0.0,-408205324#0_0,-408205324#0,False
41.9,3,744.2334406816558,460.15114493050726,17.0238077106344,-1278204168#0_0,-1278204168#0,False
41.9,30,677.7987726853439,502.72190900859687,14.454397095063769,:6789351754_2_0,:6789351754_2,False
41.9,33,477.64071199103176,268.09382736438806,7.466983425906826,:411926622_7_0,:411926622_7,False
41.9,34,714.0124392618012,610.4070485210941,15.81339183909944,1041892671_0,1041892671,False
41.9,35,642.6188186255574,309.4254712730638,8.054859832583448,:2032267137_0_0,:2032267137_0,False
41.9,36,646.8383086748119,473.67038272831485,6.460865127948095,724060391#2_0,724060391#2,False
41.9,38,499.69112649078477,269.6146223304449,4.307930984241232,724091817#1_0,724091817#1,False
41.9,39,476.927808963014,277.91829553942887,4.53728916145206,:4649953992_3_0,:4649953992_3,False
41.9,40,847.3596601908197,596.1995104480461,3.9433902453995837,35113168_0,35113168,False
41.9,41,68.82954811579272,331.4355706016586,2.1382180430162143,35114429#0_0,35114429#0,False
42.0,14,556.4468506973654,386.4807750234171,14.285274393189631,1174177596#0_0,1174177596#0,False
42.0,15,673.3762130828533,479.8497700122639,14.626368250629133,703307396#2_1,703307396#2,False
42.0,16,552.7377471744028,469.7054833091409,17.055207142644477,724060392#1_1,724060392#1,False
42.0,17,638.6266625268738,576.6781481977805,20.45088213248405,682107400#1_0,682107400#1,False
42.0,18,453.9143121234007,332.974420367546,13.743958770705289,192680124#1_1,192680124#1,False
42.0,20,515.2288118671423,282.43400149373844,22.60565670231217,466112794#3_0,466112794#3,False
42.0,28,433.6264309142579,349.0490674457615,4.770160014583299,-408205324#0_0,-408205324#0,False
42.0,29,440.8485935281515,336.7769374156261,0.0,-408205324#0_0,-408205324#0,False
42.0,3,745.0237988349228,458.61898095220664,17.245295319340048,-1278204168#0_0,-1278204168#0,False
42.0,30,676.832753703025,501.61466343805654,14.69047706344777,:6789351754_2_0,:6789351754_2,False
42.0,33,477.9049397532916,267.44358491979716,7.022333519897681,:411926622_7_0,:411926622_7,False
42.0,34,712.5174054251511,609.8169763874603,16.073200396857082,1041892671_0,1041892671,False
42.0,35,645.7774788728095,310.3924852675686,8.154481076926446,723575894#0_1,723575894#0,False
42.0,36,646.4455587200109,473.2152958506496,6.010865127948095,724060391#2_0,724060391#2,False
42.0,38,499.98300199345346,269.96538861474744,4.563777736074101,724091817#1_0,724091817#1,False
42.0,39,476.69491341467125,278.3288639803218,4.718457688577907,:4649953992_3_0,:4649953992_3,False
42.0,40,847.0900243753704,595.8903009322971,4.102527772792761,35113168_0,35113168,False
42.0,41,68.9564089421729,331.2409584892552,2.3229012350812654,35114429#0_0,35114429#0,False
42.1,14,555.2308745390845,385.69651753218477,14.46603160910907,1174177596#0_0,1174177596#0,False
42.1,15,674.3392661855167,480.9613330650054,14.7115313491027,703307396#2_1,703307396#2,False
42.1,16,553.6080789030362,468.21897780493543,17.22430864264109,724060392#1_1,724060392#1,False
42.1,17,640.4796009733523,577.4323961222033,20.00614820030558,682107400#1_0,682107400#1,False
42.1,18,452.67401936219954,332.38611249214097,13.710362168224897,:4597095606_1_1,:4597095606_1,False
42.1,20,516.6894220779067,284.1583594413879,22.59470684578735,466112794#3_0,466112794#3,False
42.1,28,433.85605280883874,348.6587102249741,4.5289121693805905,-408205324#0_0,-408205324#0,False
42.1,29,440.8485935281515,336.7769374156261,0.0,-408205324#0_0,-408205324#0,False
42.1,3,745.823680297916,457.0683553789234,17.453090086774292,-1278204168#0_0,-1278204168#0,False
42.1,30,675.8536271209031,500.49239400971635,14.889807405592009,:6789351754_2_0,:6789351754_2,False
42.1,33,478.1522354668699,266.83501083220415,6.572333519897681,:411926622_7_0,:411926622_7,False
42.1,34,711.0021601329347,609.2189270318952,16.290494994254644,1041892671_0,1041892671,False
42.1,35,646.2136143451836,309.67802650032417,8.37371428010984,723575894#0_1,723575894#0,False
42.1,36,646.0822117672569,472.7942787933165,5.5608651279480945,724060391#2_0,724060391#2,False
42.1,38,500.28825430702113,270.33223070607033,4.772938118505102,724091817#1_0,724091817#1,False
42.1,39,476.4520252768979,278.75704822320057,4.920907287821607,:4649953992_3_0,:4649953992_3,False
42.1,40,846.8024684254901,595.5622265462761,4.362480761075072,35113168_0,35113168,False
42.1,41,69.09541671998623,331.02771222519823,2.545319528353058,35114429#0_0,35114429#0,False
42.2,14,553.9989446739798,384.9019705184118,14.65582712904916,1174177596#0_0,1174177596#0,False
42.2,15,675.294688100397,482.06408814405904,14.594957862143604,703307396#2_1,703307396#2,False
42.2,16,554.4912381351154,466.7105632356574,17.478171475851827,724060392#1_1,724060392#1,False
42.2,17,642.2908611171127,578.1696786836492,19.556148200305582,682107400#1_0,682107400#1,False
42.2,18,451.426022831823,331.79990437299807,13.761143425791893,:4597095606_1_1,:4597095606_1,False
42.2,20,518.1524651170363,285.8855895221335,22.63234114637924,466112794#3_0,466112794#3,False
42.2,28,434.0742530620877,348.287769794451,4.303639180856988,-408205324#0_0,-408205324#0,False
42.2,29,440.8618268694713,336.7545575001588,0.26,-408205324#0_0,-408205324#0,False
42.2,3,746.6306572726586,455.50397466505615,17.60791128404145,-1278204168#0_0,-1278204168#0,False
42.2,30,674.8636006882541,499.35763123348494,15.05556398708054,:6789351754_2_0,:6789351754_2,False
42.2,33,478.3825991317667,266.2681051016092,6.122333519897681,:411926622_7_0,:411926622_7,False
42.2,34,709.4632311809607,608.6115300165629,16.545119471695603,1041892671_0,1041892671,False
42.2,35,646.6597936969391,308.9471142727774,8.566554765533644,723575894#0_1,723575894#0,False
42.2,36,645.7482678165497,472.40733155631534,5.110865127948094,724060391#2_0,724060391#2,False
42.2,38,500.6067077271882,270.7149374488223,4.979351181057557,724091817#1_0,724091817#1,False
42.2,39,476.1966724120772,279.20720636633814,5.173442330209506,:4649953992_3_0,:4649953992_3,False
42.2,40,846.5048366489262,595.2226565864223,4.515340057075169,35113168_0,35113168,False
42.2,41,69.24914824752776,330.79627762870837,2.7909472499081236,:6790542422_0_0,:6790542422_0,False
42.3,14,552.7474118500626,384.0947803560093,14.889036489186275,1174177596#0_0,1174177596#0,False
42.3,15,676.2574542292383,483.1753199694808,14.707147557210376,703307396#2_1,703307396#2,False
42.3,16,555.3864696499891,465.18152949987984,17.717088107332508,724060392#1_1,724060392#1,False
42.3,17,644.0604429581551,578.8899958821179,19.106148200305583,682107400#1_0,682107400#1,False
42.3,18,450.17973484218174,331.21449878849893,13.7423040512138,:4597095606_1_1,:4597095606_1,False
42.3,20,519.6080124735126,287.6039703973477,22.51638772436976,466112794#3_0,466112794#3,False
42.3,28,434.27967506059866,347.93855239698223,4.051609236189089,-408205324#0_0,-408205324#0,False
42.3,29,440.88829355211084,336.70979766922426,0.52,-408205324#0_0,-408205324#0,False
42.3,3,747.4460002544898,453.9233758674627,17.790454175881436,-1278204168#0_0,-1278204168#0,False
42.3,30,673.8575266102719,498.2044747356621,15.299604290641444,:6789351754_2_0,:6789351754_2,False
42.3,33,478.6227457581239,265.67712432030424,6.3823335198976805,:411926622_7_0,:411926622_7,False
42.3,34,707.9113999038875,607.9990406064543,16.68383315952155,1041892671_0,1041892671,False
42.3,35,647.1135009389176,308.203870172431,8.711088759792025,723575894#0_1,723575894#0,False
42.3,36,645.4437268678894,472.0544541396463,4.660865127948094,724060391#2_0,724060391#2,False
42.3,38,500.9340841977082,271.10836761710453,5.118872374738841,724091817#1_0,724091817#1,False
42.3,39,475.9351321420679,279.67226403202164,5.333561135009364,:4649953992_3_0,:4649953992_3,False
42.3,40,846.1970215798815,594.8714684443339,4.669829705265961,35113168_0,35113168,False
42.3,41,69.41293445083683,330.55059832374474,2.9555091515082235,35114429#1_0,35114429#1,False
42.4,14,551.5253096575436,383.2921856330612,15.123145497701062,:5762736899_1_0,:5762736899_1,False
42.4,15,677.2191187609699,484.2852803233268,14.69031963737096,703307396#2_1,703307396#2,False
42.4,16,556.2893485365684,463.63943423852646,17.86843349234752,724060392#1_1,724060392#1,False
42.4,17,645.7883464964793,579.5933477176097,18.656148200305584,682107400#1_0,682107400#1,False
42.4,18,448.9303570511,330.6276418644753,13.776374018353312,:4597095606_1_1,:4597095606_1,False
42.4,20,521.0662951420192,289.3255805099066,22.55870125401625,466112794#3_0,466112794#3,False
42.4,28,434.4793478358578,347.59910867904165,3.938215314423383,-408205324#0_0,-408205324#0,False
42.4,29,440.9272225661046,336.64221256058806,0.78,:4597095606_7_0,:4597095606_7,False
42.4,3,748.2711723447323,452.3237226629723,18.004921346972093,-1278204168#0_0,-1278204168#0,False
42.4,30,672.8436374716679,497.04159200229617,15.42974330791884,817119562#2_0,817119562#2,False
42.4,33,478.87267534594156,265.06206848828936,6.64233351989768,:411926622_7_0,:411926622_7,False
42.4,34,706.3404885101779,607.3790205004796,16.888964662751047,1041892671_0,1041892671,False
42.4,35,647.5804387224748,307.43895235594596,8.96511252526891,723575894#0_1,723575894#0,False
42.4,36,645.168588921276,471.73564654330926,4.210865127948094,724060391#2_0,724060391#2,False
42.4,38,501.2702147551733,271.51231815630547,5.2557516494093415,724091817#1_0,724091817#1,False
42.4,39,475.6630333760287,280.1581546856631,5.566804606498186,:4649953992_3_0,:4649953992_3,False
42.4,40,845.8797584940494,594.5095010006596,4.813164564037375,35113168_0,35113168,False
42.4,41,69.58416153365174,330.2937576995224,3.0865970059359746,35114429#1_0,35114429#1,False
42.5,14,550.283791274609,382.47800117991625,15.359939296374959,:5762736899_1_0,:5762736899_1,False
42.5,15,678.1789819211257,485.39316152070427,14.66280201208658,703307396#2_1,703307396#2,False
42.5,16,557.2029048782119,462.07910214263995,18.079745771902072,724060392#1_1,724060392#1,False
42.5,17,647.4745717320855,580.2797341901244,18.206148200305584,682107400#1_0,682107400#1,False
42.5,18,447.6858877551432,330.0430905555916,13.722250065461635,:4597095606_1_1,:4597095606_1,False
42.5,20,522.5277995746676,291.0509941523618,22.608539887057614,466112794#3_0,466112794#3,False
42.5,28,434.6721858631566,347.27128403263373,3.803411212797786,-408205324#0_0,-408205324#0,False
42.5,29,440.97671368231454,336.555334133763,0.9999088288610801,:4597095606_7_0,:4597095606_7,False
42.5,3,749.1072966375456,450.70283785583126,18.24389397849036,-1278204168#0_0,-1278204168#0,False
42.5,30,671.8137188996603,495.8602858684924,15.674249416831014,817119562#2_0,817119562#2,False
42.5,33,479.13238789521967,264.4229376055646,6.90233351989768,:411926622_7_0,:411926622_7,False
42.5,34,704.750887922487,606.7516239911764,17.08989333256041,1041892671_0,1041892671,False
42.5,35,648.0563508439163,306.6593331570055,9.13741802678675,723575894#0_1,723575894#0,False
42.5,36,644.9228539767093,471.45090876730427,3.760865127948094,724060391#2_0,724060391#2,False
42.5,38,501.6206937618399,271.93351218516517,5.480104609539541,724091817#1_0,724091817#1,False
42.5,39,475.3818232459696,280.6603156321972,5.753211858305582,:4649953992_3_0,:4649953992_3,False
42.5,40,845.5521760459756,594.1357601319075,4.969718512111954,35113168_0,35113168,False
42.5,41,69.76624909113586,330.02062636329623,3.282371576441575,35114429#1_0,35114429#1,False
42.6,14,548.983954966269,381.71830564247955,15.585236591565353,:5762736899_1_0,:5762736899_1,False
42.6,15,679.136321786263,486.49813031220725,14.624256335151115,703307396#2_1,703307396#2,False
42.6,16,558.1237255241314,460.50636279106595,18.22351005717732,724060392#1_1,724060392#1,False
42.6,17,649.1191186649735,580.9491552996622,17.756148200305585,682107400#1_0,682107400#1,False
42.6,18,446.4426862646828,329.4591347594817,13.70827049673106,:4597095606_1_1,:4597095606_1,False
42.6,20,523.9894382149386,292.7765662368017,22.61061599324084,466112794#3_0,466112794#3,False
42.6,28,434.8542342739718,346.96180173424784,3.590603869297453,-408205324#0_0,-408205324#0,False
42.6,29,441.0385512956671,336.44678223641046,1.24935504151096,:4597095606_7_0,:4597095606_7,False
42.6,3,749.9506335661679,449.06797085501057,18.401270775382272,-1278204168#0_0,-1278204168#0,False
42.6,30,670.7723711270843,494.665870557805,15.848189517743018,817119562#2_0,817119562#2,False
42.6,33,479.3860501782733,263.7986959224703,6.741536687085647,:411926622_7_0,:411926622_7,False
42.6,34,703.1458168317776,606.1181214577148,17.256217658579217,1041892671_0,1041892671,False
42.6,35,648.544012793696,305.8604658840112,9.3630123927025,723575894#0_1,723575894#0,False
42.6,36,644.7065220341896,471.2002408116313,3.3108651279480936,724060391#2_0,724060391#2,False
42.6,38,501.9814709382053,272.36708221230964,5.641127227621893,724091817#1_0,724091817#1,False
42.6,39,475.0942351371684,281.173865826485,5.883697424109992,:4649953992_3_0,:4649953992_3,False
42.6,40,845.2118849278968,593.747519861871,5.162520394385005,35113168_0,35113168,False
42.6,41,69.95988749368915,329.73016875946627,3.4905909960592463,35114429#1_0,35114429#1,False
42.7,14,547.6244350830336,381.05121657769723,15.672805966775762,:5762736899_1_0,:5762736899_1,False
42.7,15,680.0975495026305,487.6075864905116,14.683646876643145,703307396#2_1,703307396#2,False
42.7,16,559.0554326293254,458.91502963083167,18.438958636613958,724060392#1_1,724060392#1,False
42.7,17,650.7219872951434,581.6016110462228,17.306148200305586,682107400#1_0,682107400#1,False
42.7,18,445.1931878580488,328.87222117999926,13.777703996340646,:4597095606_1_1,:4597095606_1,False
42.7,20,525.4476834298783,294.49813213266606,22.558121871264646,466112794#3_0,466112794#3,False
42.7,28,435.03389879399305,346.6563720502118,3.5435855653714725,-408205324#0_0,-408205324#0,False
42.7,29,441.10976505451055,336.32177112713634,1.438788850546222,:4597095606_7_0,:4597095606_7,False
42.7,3,750.8007606254896,447.41994071590557,18.549428681623525,-1278204168#0_0,-1278204168#0,False
42.7,30,669.7150454081134,493.4531287050057,16.091356622180033,817119562#2_0,817119562#2,False
42.7,33,479.6227804126454,263.2161225963741,6.291536687085647,:411926622_7_0,:411926622_7,False
42.7,34,701.5239720241916,605.4779985370326,17.436552916650065,1041892671_0,1041892671,False
42.7,35,649.0425685351539,305.0437528601754,9.57217102509922,723575894#0_1,723575894#0,False
42.7,36,644.5195930937166,470.98364267629046,2.8608651279480934,724060391#2_0,724060391#2,False
42.7,38,502.35136805454175,272.8116122803875,5.783726995720336,724091817#1_0,724091817#1,False
42.7,39,474.79549767224273,281.70732558528084,6.111799476673328,:4649953992_3_0,:4649953992_3,False
42.7,40,844.8569436024704,593.3425650784237,5.384777133380207,35113168_0,35113168,False
42.7,41,70.16474646660005,329.4228803000999,3.6928567726017274,35114429#1_0,35114429#1,False
42.8,14,546.2249133678862,380.4101417445476,15.628644085597609,:11703388662_0_0,:11703388662_0,False
42.8,15,681.0590909875556,488.7174048228185,14.68843998302353,703307396#2_1,703307396#2,False
42.8,16,559.9963490783442,457.3079671344889,18.621216246230457,724060392#1_1,724060392#1,False
42.8,17,652.2831776225954,582.2371014298066,16.856148200305586,682107400#1_0,682107400#1,False
42.8,18,443.95012666725836,328.28833128535916,13.706723470089859,:4597095606_1_1,:4597095606_1,False
42.8,20,526.9088621504553,296.2231612480278,22.603501329394984,466112794#3_0,466112794#3,False
42.8,28,435.2047036381675,346.3660038151152,3.3688431095947897,-408205324#0_0,-408205324#0,False
42.8,29,441.19334347703506,336.1750546571613,1.6886020963851254,:4597095606_7_0,:4597095606_7,False
42.8,3,751.6594590917091,445.75529431132907,18.736453314246013,-1278204168#0_0,-1278204168#0,False
42.8,30,668.6455788741321,492.2264614607911,16.276126727088418,817119562#2_0,817119562#2,False
42.8,33,479.84526414874307,262.67249764673517,5.841536687085647,-1019648674#0_0,-1019648674#0,False
42.8,34,699.8876085058098,604.8321452532999,17.592644466156013,1041892671_0,1041892671,False
42.8,35,649.5501203244185,304.21230288960396,9.744893352801432,723575894#0_1,723575894#0,False
42.8,36,644.3620671552906,470.8011143612816,2.4108651279480933,724060391#2_0,724060391#2,False
42.8,38,502.734052148343,273.271509313256,5.98366471756277,724091817#1_0,724091817#1,False
42.8,39,474.4924825636438,282.2595041360964,6.2988442450719555,723893749#0_0,723893749#0,False
42.8,40,844.4916878934009,592.9258425500129,5.541255551666631,35113168_0,35113168,False
42.8,41,70.38484773491172,329.1004275601691,3.9038426531470676,35114429#1_0,35114429#1,False
42.9,14,544.7959164510329,379.7684760322058,15.672869410648838,:11703388662_0_0,:11703388662_0,False
42.9,15,682.0187153883404,489.82501044235454,14.659154740757042,703307396#2_1,703307396#2,False
42.9,16,560.9482153554736,455.6822025970496,18.83791892723732,724060392#1_1,724060392#1,False
42.9,17,653.8026896473291,582.8556264504132,16.406148200305587,682107400#1_0,682107400#1,False
42.9,18,442.7081916890754,327.7049703945731,13.69430518779242,:4597095606_1_1,:4597095606_1,False
42.9,20,528.3718979842531,297.9503828223484,22.632229684499087,466112794#3_0,466112794#3,False
42.9,28,435.3740452996329,346.0781229906241,3.3399842501674293,-408205324#0_0,-408205324#0,False
42.9,29,441.2877202401593,336.00938240450296,1.906769657143153,:4597095606_7_0,:4597095606_7,False
42.9,3,752.529221148452,444.0692003708468,18.977856385853944,-1278204168#0_0,-1278204168#0,False
42.9,30,667.5593712695296,490.9805923787333,16.53090775886464,817119562#2_0,817119562#2,False
42.9,33,480.17222214060934,262.24487557531484,5.3915366870856465,:5778873001_8_0,:5778873001_8,False
42.9,34,698.2379658592346,604.1810508550761,17.735409187137954,1041892671_0,1041892671,False
42.9,35,650.0677798259303,303.36429489041683,9.938959416549173,723575894#0_1,723575894#0,False
42.9,36,644.2339442189112,470.6526558666048,1.9608651279480933,724060391#2_0,724060391#2,False
42.9,38,503.12997070246314,273.74731108094596,6.190599300288868,724091817#1_0,724091817#1,False
42.9,39,474.184619551025,282.82494178078673,6.439365801788368,723893749#0_0,723893749#0,False
42.9,40,844.1149150756098,592.4959800800563,5.715980384318767,35113168_0,35113168,False
42.9,41,70.61537594885785,328.7642370566015,4.0760414317218885,35114429#1_0,35114429#1,False
43.0,14,543.3686537613778,379.1275890438187,15.653848854281371,:11703388662_0_0,:11703388662_0,False
43.0,15,682.9741286773049,490.92775556531194,14.594826093261329,703307396#2_1,703307396#2,False
43.0,16,561.9108906037873,454.0379765987309,19.051833977858468,724060392#1_1,724060392#1,False
43.0,17,655.2805233693448,583.4571861080428,15.956148200305588,682107400#1_0,682107400#1,False
43.0,18,441.457980464571,327.1177219907438,13.785563945237449,:4597095606_1_1,:4597095606_1,False
43.0,20,529.8283657553739,299.66985031485143,22.530625950909215,466112794#3_0,466112794#3,False
43.0,28,435.53951547527316,345.7968236920356,3.2636255941306964,-408205324#0_0,-408205324#0,False
43.0,29,441.39182145375713,335.8266395132415,2.1032405519023967,:4597095606_7_0,:4597095606_7,False
43.0,3,753.4093882300721,442.3629355695414,19.20488982135138,-1278204168#0_0,-1278204168#0,False
43.0,30,666.4587331362848,489.7181716269975,16.750524834721883,817119562#2_0,817119562#2,False
43.0,33,480.5132163141647,261.8421496979262,5.278054979980699,:5778873001_8_0,:5778873001_8,False
43.0,34,696.5719128568775,603.5234794839488,17.91183792781212,1041892671_0,1041892671,False
43.0,35,650.5936370621821,302.5028577073465,10.096354292235322,723575894#0_1,723575894#0,False
43.0,36,644.1352242845788,470.53826719226004,1.5108651279480934,724060391#2_0,724060391#2,False
